,序号,旅行社中文名称,地址,许可证编号,固定电话,传真号码,邮政编码,经度,纬度
733,734,四川七维国际旅行社有限公司,成都高新区府城大道中段88号1栋8层5号,L-SC-A00576,68905756,028-61382675,610000,32.280247,105.485505
734,735,四川省游遍天下国际旅行社有限公司,成都市青羊区白丝街57号-59号1幢3楼2号,L-SC-A00577,68311520,028-86245118,610000,30.589767,104.065348
735,736,剑阁县蜀旅旅行社有限公司,四川省广元市剑阁县下寺镇剑门关站前广场1层6号,L-SC-H00025,0839-6083888,0839-2354633,628000,30.584492,104.061512
736,737,四川智旅诚品国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区锦晖西一街99号2栋1单元8层801号,L-SC-A00561,028-86658613,,610000,31.022283,106.426579
737,738,成都永辉国际旅行社有限责任公司,成都市金牛区一环路北三段1号1栋4单元34层3423-3426,L-SC-A00570,028-83324967,028-65039790,610000,30.791663,106.074067
738,739,四川嘉航旅行社有限公司,四川省南充市蓬安县相如镇滨河北路二段金博国际4栋1单元第二层1-2-4,L-SC-R00066,0817-5081888,,637000,29.591492,103.755670
739,740,四川省宝中众悦国际旅行社有限公司,南充市顺庆区银华街6号9幢1层1号,L-SC-R00065,0817-2398120,,637000,30.588964,104.063515
740,741,四川西铁国际旅行社有限公司,四川省乐山市市中区玉堂街27号,L-SC-L00083,0833-2406666,,614000,29.554276,103.765087
741,742,乐山洲际国际旅行社有限公司,四川省乐山市市中区春华路中段49号,L-SC-L00082,2134709,,614000,30.683984,104.078540
742,743,四川行游天下国际旅行社有限公司,成都高新区天晖路360号16层11号,L-SC-A00563,13566226130,028-87682344,610000,30.663991,104.071024
743,744,成都天下荟国际旅行社有限公司,成都市青羊区顺城大街252号9楼B3-1,L-SC-A00571,028-86679792,028-85512154,610000,30.649250,104.067184
744,745,全世界旅游（成都）有限公司,成都市青羊区太升南路288号1栋3单元19层1904号,L-SC-A00569,86003199,028-86754127,610000,30.667167,104.078632
745,746,成都七天假期国际旅行社有限公司,成都市锦江区盐道街6号5层901号，6层10号,L-SC-A00567,0,028-68688497,610000,29.585769,103.754667
746,747,成都蜀小游国际旅行社有限公司,成都市金牛区五福桥东路229号31栋10楼13号、14号,L-SC-A00568,60175545,68894186,610000,30.708857,104.065104
747,748,成都德源笑行天下旅行社有限公司,成都市武侯区武侯大道顺江段77号1栋9楼20号,L-SC-A00565,028-87773533,87773533,610000,29.598680,103.477790
748,749,乐山市乐运旅行社有限公司,四川省乐山市市中区天星路887号,L-SC-L00081,0833-2429026,,614000,30.626024,103.989251
749,750,峨眉山善缘旅行社有限公司,峨眉山市绥山镇西城街59号,L-SC-L00080,18188330112,,614000,30.639351,104.040526
750,751,乐山弘宇旅行社有限公司,四川省乐山市市中区凌云路272号,L-SC-L00079,0833-2309675,,614000,29.546647,103.773871
751,752,四川德亚道和国际旅行社有限公司,成都市武侯区高华横街33号1栋1单元14层1402号,L-SC-A00560,028-85369965,028-85215399,610000,31.394857,104.769729
752,753,四川雪域假期国际旅行社有限公司,成都市成华区建设路10号1栋1单元19楼1914号,L-SC-A00564,028-85251809,028--85184194,610000,30.670145,104.104230
753,754,绵阳优游之旅旅行社有限公司,四川省绵阳市经开区文武西路498号B区409号,L-SC-B00062,0816-2557938,0816-2556874,621000,30.629800,104.025428
754,755,四川星瑞旅游开发有限公司,成都市高新区（西区）阳光街18号7楼708号,L-SC-A00559,13350843328,028-87510082,610000,30.721397,103.981019
755,756,四川快乐星期八旅行社有限公司,成都市武侯区佳灵路20号1栋10层22号,L-SC-A00554,028-85051052,028-86582530,610000,30.648278,104.062427
756,757,成都锦绣假期旅行社有限公司,成都市锦江区滨江西路8号2栋2单元18楼3号,L-SC-A00557,028-86718333,028-86134466,610000,30.615477,104.070549
757,758,四川那家国际旅行社有限责任公司,四川省成都市金牛区蜀汉路426号1栋4单元26层1号,L-SC-A00555,028-87033306,028-61154383,610000,30.631218,104.040210
758,759,四川省向善国际旅行社有限公司,成都市武侯区航空路7号1栋2单元7楼6号,L-SC-A00556,028-81144301,028-81144303,610000,30.689042,104.017869
759,760,四川美丽印象国际旅行社有限公司,成都高新区肖家河沿街192号1栋5层1号,L-SC-A00553,13980030027,028-87461908,610000,30.661926,104.041020
760,761,四川美亚假日旅行社有限公司,四川省绵阳市涪城区临园路东段54号,L-SC-B00061,0816-2748700,0816-2748755,621000,30.659252,104.057975
761,762,四川纯德国际旅行社有限公司,成都市青羊区少城路25号少城大厦20层10号,L-SC-A00551,028-69603371,,610000,30.555269,104.064972
762,763,四川方圆假期国际旅行社有限公司,成都市青羊区二环路西三段88号附1号1-3幢3层5号,L-SC-A00552,2868313458,87571336,610000,30.665523,104.046870
763,764,四川新幸福国际旅行社有限公司,成都高新区吉瑞三路99号1幢4单元9层904号,L-SC-A00534,0,028-86660404,610000,30.693258,104.041253
764,765,四川神州行旅行社有限公司,成都市金牛区二环路北一段241号1栋4层13-16号,L-SC-A00549,028-87749070,028-87743070,610000,30.678536,104.047928
765,766,四川玉屏辉煌国际旅行社有限公司,成都市金牛区西安南路69号1栋5层32-35号,L-SC-A00550,62604881,说明：此传真指旅行社固定传真,610000,30.800083,103.888042
766,767,四川省智途漫游国际旅行社有限公司,成都市金牛区花牌坊街168号1幢1单元22层2213号,L-SC-A00546,0,,610000,31.463093,104.747123
767,768,南充一七八三旅行社有限公司,四川省南充市顺庆区红光路86号顺庆1227第11号楼-1层3号,L-SC-R00064,0817-2231783,0817-2231783,637000,30.778432,106.083296
768,769,成都心灵之景旅行社有限公司,成都市郫都区郫筒镇望丛中路1081号附901号9楼,L-SC-A00540,028-87851966,028-87930858,610000,30.588372,104.067381
769,770,四川联联国际旅行社有限公司,成都高新区天府三街69号1栋28层2808号,L-SC-A00538,85221300,028-4008865788,610000,30.671596,104.002978
770,771,四川博睿吉国际旅行社有限公司,贝森路北路1号1栋509-2,L-SC-A00547,028-61325498,028-61359453,610000,30.635074,104.108098
771,772,四川省东走西游国际旅行社有限公司,成都市金牛区花牌坊街168号1幢1单元16号1618号,L-SC-A00544,028-87577489,,610000,30.680310,104.045367
772,773,四川淘未来国际旅行社有限公司,成都市锦江区通宝街99号6栋2单元9层22号,L-SC-A00535,2886082123,84433303,610000,30.549162,104.066049
773,774,四川省世景国际旅行社有限责任公司,广元市利州区利州东路三段丽都水岸1-3-2,L-SC-H00024,13350050549,,628000,30.625282,104.029842
774,775,中美创世成都旅行社有限公司,成都市高新区萃华路89号1栋1单元31层3106号,L-SC-A00523,65789100,028-65789107,610000,30.683877,104.043987
775,776,成都寰纬国际旅行社有限责任公司,成都市武侯区长益路13号1栋1单元5楼510号,L-SC-A00541,028-85108690,028-85108695,610000,30.659252,104.057975
776,777,四川德亲国际旅行社有限公司,成都市金牛区乡农寺街51-129号B（栋）2单元6层601号,L-SC-A00536,028-87691789,028-83416858,610000,32.427036,105.883585
777,778,四川家天下夕阳红国际旅行社有限公司,成都市青羊区少城路27号少城大厦2304,L-SC-A00530,86625994,028-86625694,610000,30.682727,104.042833
778,779,成都优佳玩旅行社有限公司,成都高新区天府大道中段588号1栋21楼2101号,L-SC-A00531,13880764707,,610000,30.601845,104.066055
779,780,四川旅行天下旅行社有限公司,四川省成都市金牛区营门口路48号1栋3单元21楼2104.2105号,L-SC-A00520,2889994151,028-64607126,610000,30.650764,104.082830
780,781,四川美年国际旅行社有限公司,成都市锦江区下东大街18-32号1幢3层310-4号,L-SC-A00539,028-84439746,028-84474648,610000,30.527650,104.055751
781,782,四川景途国际旅行社有限公司,成都市天府新区华阳益州大道南段588号1栋3单元24楼2408号,L-SC-A00537,13808221884,028-87019946,610000,30.676944,104.073826
782,783,四川同行天下国际旅行社有限公司,成都市青羊区过街楼街17号1栋3单元31层3105号,L-SC-A00524,86644044,63119195,610000,31.214397,107.503845
783,784,四川太阳鸟国际旅行社有限公司,成都市青羊区大安西路56-58号9栋1单元6楼602号,L-SC-A00532,15390075979,028-86743241,610000,30.670004,104.060107
784,785,达州市报业旅行社有限责任公司,达州市通川中路118号,L-SC-S00005,0818-2388114,0818-2376925,635000,31.196478,107.510524
785,786,中游国际旅行社（成都）有限公司,成都市武侯区高升桥东路2-6号,L-SC-A00516,028-85977210,85426238,610000,30.637170,104.043050
786,787,达州市假日国际旅行社有限公司,达州市达川区城市坐标酒店8楼A11号,L-SC—S00007,13308240718,2111444,635000,30.667167,104.078632
787,788,四川达州天地国际旅行社有限公司,达州市通川区来凤路119号电子公司三楼,L-SC-S00001,2149468,0818-2149468,635000,31.214129,107.494492
788,789,四川众联天下国际旅行社有限公司,成都市青羊区太升南路288号1栋3单元22层2204号,L-SC-A00529,028-86940446,028-86940489,610000,30.571085,104.061840
789,790,成都微游国际旅行社有限公司,成都市高新区天府大道北段1700号9栋1单元17楼1734号,L-SC-A00525,68731162,028-65278321-823,610000,30.701728,104.095520
790,791,成都米米旅行社有限责任公司,成都市成华区羊子山路68号4栋1单元7层46号,L-SC-A00519,2861378386,028-61388016,610000,30.671496,103.961879
791,792,四川环亚行国际旅行社有限公司,成都市武侯区人民南路四段3号来福士广场塔2栋27楼03号,L-SC-A00526,028-86203153,028-86202750,610000,30.748075,106.036004
792,793,成都中品国际旅行社有限公司,成都市青羊区光华东三路489号2栋15楼1510、1511号,L-SC-A00527,028-87496880,86145080,610000,30.632325,104.066956
793,794,四川丝路明珠旅行社有限公司,嘉陵区燕京东路九号,L-SC-R00063,0817-3661065,0817-3661553,637000,29.341063,104.777390
794,795,成都候鸟世界通旅行社有限责任公司,成都高新区天韵路150号1栋3层302号,L-SC-A00521,2887674121,028-8328 2916,610000,30.591264,104.064294
795,796,四川省中创国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区天府大道北段1700号8栋1单元13层1322号,L-SC-A00522,028-85597977,028-85598977,610000,30.568946,104.060983
796,797,自贡乐途国际旅行社有限责任公司,四川省自贡市汇东新区丹桂大街春华居委会17组34栋31号,L-SC-C00026,18990002727,8133333177,643000,30.674553,103.998862
797,798,四川飞牛国际旅行社有限公司,成都市青羊区蜀金路1号2幢23层2301号,L-SC-A00517,64066221,64061641,610000,29.580006,105.060020
798,799,内江熙泰旅行社有限公司,内江市中区交通路490号,L-SC-K00020,0832-2102859,,641000,29.583425,105.068205
799,800,内江鑫运泰乐国际旅行社有限公司,内江市中区环城路42号,L-SC-K00005,8806226,8806231,641000,29.575124,105.053969
800,801,内江国际旅行社有限公司,内江市市中区玉带街84号,L-SC-K00001,2023389,0832-2041139,641000,29.577882,105.067429
801,802,内江民乐旅行社有限责任公司,内江市交通路９号,L-SC-K00002,2105272,0832-2109712,641000,29.579394,105.037099
802,803,内江宝中国际旅行社有限公司,内江市东兴区汉安大道西919号金色夏威夷C座501号,L-SC-K00018,0832-2056567,,641000,30.799279,106.069928
803,804,内江新闻旅行社有限责任公司,内江市市中区松山南路94号,L-SC-K00004,5083011,0832-5083031,641000,29.603321,105.047404
804,805,南充新闻旅行社有限公司,南充市顺庆区文化路73号1栋12层,L-SC-R00021,13990889613,,637000,30.794218,106.085989
805,806,南充神州旅行社有限责任公司,四川省南充市顺庆区玉带北路一段160号,L-SC-R00030,18281750000,,637000,30.791864,106.081035
806,807,南充老顽童旅行社有限公司,四川省南充市顺庆区涪江路159号西门旺角3层1号,L-SC-R00061,0817---2582299,0817---2582299,637000,30.650081,104.040571
807,808,成都飞霖福瑞国际旅行社有限公司,成都市武侯区一环路西一段130号1栋19层1902号,L-SC-A00167,2882663571,028-86629617,610000,30.625216,104.029550
808,809,成都环游 行旅行社有限公司,成都市武侯区长益路13号蓝海OFFICE 1幢3单元805,L-SC-A00361,028-85033794,85378807,610000,30.625216,104.029550
809,810,四川新途国际旅行社有限公司,成都市武侯区长益路13号蓝海OFFICE C座三单元502,L-SC-A00387,028-87431757,85536817,610000,30.610840,104.084735
810,811,成都安信地途旅游有限公司,成都市武侯区长益路13号蓝海OFFICE 1栋605、606,L-SC-A00358,028-85054870,61691924,610000,30.625221,104.029943
811,812,成都一起走国际旅行社有限公司,成都市武侯区长益路13号1栋2单元14层1404号,L-SC-A00451,85179179,85033408,610000,30.623642,104.025917
812,813,四川小雨国际旅行社有限责任公司,成都市武侯区长华路19号3栋1单元23层2301号,L-SC-A00437,028-85451433,84347818,610000,30.618614,104.067959
813,814,成都猎景旅行社有限责任公司,成都市武侯区人民南路四段27号商鼎国际1栋2单元1001室,L-SC-A00346,028-84408650,86950573,610000,30.629389,104.025084
814,815,成都丽阳国际旅行社有限公司,成都市武侯区永丰乡核桃村十组,L-SC-A00124,028-86252554,86252564,610000,30.625237,104.029186
815,816,成都周游国际旅行社有限责任公司,成都市武侯区佳灵路20号九峰大厦A栋8楼13-16号,L-SC-A00352,2887704422,85589202,610000,30.643351,104.040833
816,817,四川欢泰旅行社有限责任公司,成都市武侯区一环路西一段4号1楼306号,L-SC-A00115,286155228,028-87331243,610000,30.626218,103.988576
817,818,成都轩辕旅行社有限公司,成都市武侯区武侯大道顺江段77号,L-SC-A00270,028-85020088,85020088,610000,30.411034,103.814445
818,819,成都笑游国际旅行社有限公司,成都市武侯区一环路西一段130号1栋18层1812号,L-SC-A00281,0,87320061,610000,30.650081,104.040571
819,820,四川新边界国际旅行社有限公司,成都市武侯区一环路南一段20号,L-SC-A00121,028-85483813,028-85483813,610000,30.650081,104.040571
820,821,四川蜀华国际旅行社有限责任公司,成都市武侯区一环路西一段130号1栋19层1921号,L-SC-A00339,028-65860800,028-85577887,610000,30.637569,104.040329
821,822,成都雪域圣景旅行社有限责任公司,成都市武侯区一环路南四段19号城南国际1栋1单元1112-1113号,L-SC-A00484,85436921,85444339,610000,30.637569,104.040329
822,823,成都环程国际旅行社有限公司,成都市武侯区一环路南四段19号城南国际1栋1单元1108号,L-SC-A00355,028-85067474,,610000,30.635444,104.050700
823,824,成都悠长假期旅行社有限公司,成都市武侯区一环路南四段19号1栋2单元8楼5、6号,L-SC-A00300,028-85112583,85480302,610000,30.411034,103.814445
824,825,成都游鹰旅行社有限公司,成都市武侯区一环路南四段12号4层,L-SC-A00383,85594178,86089994,610000,30.633742,104.062051
825,826,四川锦辉国际旅行社有限公司,成都市武侯区一环路南三段11号,L-SC-A00324,028-87777599,85574118,610000,30.411034,103.814445
826,827,成都浩臣天宇国际旅行社有限公司,成都市武侯区一环路南三段15号华侨大厦808室,L-SC-A00386,13980859399,85511223,610000,30.631533,104.006146
827,828,四川川通国际旅行社有限责任公司,成都市武侯区祥云路1169号1栋4层413号,L-SC-A00101,85574488,85554642,610000,30.631550,104.033932
828,829,四川精典旅行社有限公司,成都市武侯区二环路南四段51号4栋4层2号,L-SC-A00190,028-86082123,028-85582231,610000,30.640319,104.055363
829,830,四川远行国际旅行社有限公司,成都市武侯区洗面桥街35号1栋22楼2209号,L-SC-A00504,87422568,87777732,610000,30.640521,104.056757
830,831,成都神韵旅行社有限公司,成都市武侯区洗面桥街33号,L-SC-A00282,13308081318,86923738,610000,30.637494,104.052069
831,832,成都大脚国际旅行社有限责任公司,成都市武侯区洗面桥街30号高速大厦A座3楼,L-SC-A00453,028-86026201,无,610000,30.637494,104.052069
832,833,四川新西华旅游有限责任公司,成都市武侯区洗面桥街29号,L-SC-A00303,028-85558959,,610000,30.636909,104.053893
833,834,四川金鹰旅行社有限公司,成都市武侯区洗面桥街22号21楼8号,L-SC-A00038,13551050607,028-85569880,610000,30.637851,104.055037
834,835,四川通天国际旅行社有限责任公司,成都市武侯区洗面桥街21号,L-SC-A00196,028-87011345,87011345,610000,30.632917,103.986010
835,836,成都市华乐旅行社有限公司,成都市武侯区洗面桥街18号金茂广场北楼27层12室,L-SC-A00322,028-85534035,85000294,610000,30.639783,104.028133
836,837,四川万里行国际旅行社有限责任公司,成都市武侯区洗面桥横街6号,L-SC-A00505,028-66251252,65259281,610000,30.639017,104.054763
837,838,四川省怡途旅行社有限责任公司,成都市武侯区武兴二路17号13栋12层2号,L-SC-A00313,15902872027,87016665,610000,30.648278,104.062427
838,839,四川创品国际旅行社有限公司,成都市武侯区广福路99号4栋11层1101号,L-SC-A00340,2862455505,62455507,610000,30.655908,104.065312
839,840,四川春天旅行社有限公司,成都市滨江西路8号世代锦江D4-2,L-SC-A00189,86134141,028-85535577,610000,30.639993,104.054503
840,841,四川东方巨龙国际旅行社有限公司,人民南路一段８６号城市之心６楼Ｄ座,L-SC-A00004,13990671150,86620163,610000,30.612363,104.067723
841,842,四川蓝海全域研学旅行服务有限公司,成都市武侯区人民南路四段51号新1号1幢9楼915号,L-SC-A00434,87783338,87783338,610000,30.618589,104.067757
842,843,成都鹏游国际旅行社有限责任公司,成都市武侯区人民南路四段49号1-1幢1003室,L-SC-A00305,66855128,86653805,610000,30.615685,104.067197
843,844,四川淘旅国际旅行社有限公司,成都市武侯区人民南路四段27号1栋1单元21层9号,L-SC-A00399,85597871,83134217,610000,30.618589,104.067757
844,845,四川辰昊国际旅行社有限公司,成都市武侯区人民南路四段27号1栋1单元17层1号,L-SC-A00469,028-86138009,86649277,610000,30.626277,104.067290
845,846,四川创景国际旅游有限公司,成都市武侯区人民南路四段27号1栋1单元16层5号,L-SC-A00329,85221777,85221777,610000,30.618589,104.067757
846,847,成都市上上国际旅行社有限公司,成都高新区天府大道北段1700号9栋1单元9层928号,L-SC-A00378,15828216784,86629951,610000,30.590591,104.066227
847,848,成都佳诚吉通国际旅行社有限公司,成都市武侯区人民南路四段13号附13号,L-SC-A00395,028-87733428,85353002,610000,30.626277,104.067290
848,849,成都友好国际旅行社有限公司,成都市武侯区人民南路四段53号1栋1单元16层5号,L-SC-A00089,028-85581488,028-86539403,610000,30.639413,104.040511
849,850,成都远方国际旅行社有限公司,成都市武侯区高华横街33号1栋1单元10楼1010号,L-SC-A00315,13678036777,85582202,610000,30.635217,104.065521
850,851,成都勇闯旅行社有限公司,成都市武侯区人民南路三段24号,L-SC-A00267,13555214414,87035731,610000,30.619883,103.995348
851,852,成都童话假期国际旅行社有限公司,成都市武侯区万兴路477号7幢5楼509号,L-SC-A00180,65733687,86135401,610000,30.708379,104.064826
852,853,成都八千里旅行社有限责任公司,四川省成都市金牛区五福桥东路229号31栋7层16号,L-SC-A00390,13808070814,86665445,610000,30.623004,104.076571
853,854,成都假日阳光旅行社有限公司,成都市一环路北一段99号环球广场1405号,L-SC-A00042,89994511,66032286,610000,30.683199,104.048653
854,855,成都游鹿国际旅行社有限公司,成都市武侯区林荫街5号1幢2单元6层2号,L-SC-A00129,0,85568100,610000,30.637123,104.067854
855,856,四川康欣国际旅行社有限公司,成都市武侯区科华北路62号1栋8楼7号,L-SC-A00406,18502853835,85500159,610000,30.626439,104.006925
856,857,成都雅竹国际旅行社有限公司,成都市武侯区星狮路818号4栋3单元3层307号,L-SC-A00273,028-85233246,61811579,610000,30.623283,104.077357
857,858,四川海派国际旅行社有限责任公司,成都市武侯区科华北路151号棕南苑1栋2单元14楼5号,L-SC-A00027,13882195995,028-85578579,610000,30.627485,104.076491
858,859,四川省恒翔旅行社有限责任公司,成都市武侯区科华北路151号,L-SC-A00162,85254873,028-85254870,610000,30.621751,104.077415
859,860,四川华荣旅游有限责任公司,成都市武侯区科华北路143号蓝色加勒比446号,L-SC-A00086,85187782,66042788,610000,30.649540,104.083280
860,861,四川川之韵旅行社有限公司,成都市武侯区晋吉北路218号,L-SC-A00060,89828361,87311979,610000,30.624702,104.073191
861,862,成都市和顺假日国际旅行社有限公司,成都市锦江区东大街下东大街段216号1栋24层1号,L-SC-A00403,028-86620279,86539086,610000,30.631569,104.033674
862,863,成都怡橙国际旅行社有限公司,成都武侯区锦绣路1号3栋13层1312号,L-SC-A00474,2885058960,85356818,610000,30.646191,104.058873
863,864,成都心诺旅游有限公司,成都市武侯区二环路南四段51号莱蒙都会1幢15层10号,L-SC-A00161,028-85511427,028-85511427,610000,30.645680,104.058808
864,865,四川环球假日国际旅行社有限公司,成都市武侯区浆洗街69号B座8楼,L-SC-A00460,28850688223,85068823,610000,30.644363,104.000094
865,866,成都风光旅行社有限责任公司,成都市武侯区浆洗街27号2栋14楼1号、14楼3号,L-SC-A00092,028-85594900,028-85512570,610000,30.629800,104.025428
866,867,四川龙宇国际旅行社有限公司,成都市武侯区佳灵路5号红牌楼广场3号楼1405号,L-SC-A00357,028－83081162,86094499,610000,30.618614,104.067959
867,868,四川景致国际旅行社有限公司,成都市武侯区佳灵路20号1栋8层54号,L-SC-A00408,86539271,85585931,610000,30.634343,104.029911
868,869,四川省铭之旅国际旅游有限公司,成都市武侯区人民南路四段27号 商鼎国际1-1-2601,L-SC-A00410,0,028-86717501,610000,30.612162,104.083655
869,870,四川梓通国际旅行社有限公司,成都市武侯区武侯大道顺江段77号4栋13层3号,L-SC-A00428,028-86718884,86728060,610000,30.626419,103.989015
870,871,成都嘉逸旅行社有限责任公司,成都市武侯区高阳路62号3层附309号,L-SC-A00288,15902876424,85076629,610000,30.639331,104.037170
871,872,成都原自在旅行社有限公司,成都市武侯区高升桥路9号5栋13层1312号,L-SC-A00260,13924224678,86113181,610000,30.637170,104.043050
872,873,成都川旅信产旅行社有限公司,成都市武侯区高升桥路11号宏南大厦A座4楼,L-SC-A00257,85055265,85083721,610000,30.607672,104.080945
873,874,四川高盛旅行社有限公司,成都市武侯区高升桥东路2号1栋1单元3楼13号,L-SC-A00224,028-64643618,88877760,610000,30.638053,104.043863
874,875,四川和盛假期国际旅行社有限责任公司,成都市武侯区高升桥东路2-6号,L-SC-A00492,82337370,66267931,610000,30.615650,104.069755
875,876,成都度假客国际旅行社有限公司,成都市武侯区高攀路2号5栋2413、2414、2415、2416号,L-SC-A00370,028-61307700,85580177,610000,30.637569,104.040329
876,877,成都天之韵国际旅行社有限公司,成都市武侯区航空路6号丰德国际广场D3-1401,L-SC-A00415,028-62713349,62713340,610000,32.830581,103.659586
877,878,成都市文景旅行社有限公司,成都市武侯区高华横街33号城南国际1栋2单元20层10号,L-SC-A00366,85533861,85533861,610000,30.638659,104.035512
878,879,四川九寨黄龙机场国际旅行社有限公司,松潘县川主寺镇山巴乡,L-SC-A00014,85525596,028-86722991,624000,30.570521,104.060929
879,880,成都高山牦牛国际旅行社有限公司,成都市武侯区天府大道北段1700号W1区830,L-SC-A00483,85574552,86615583,610000,30.650931,104.025053
880,881,四川世纪金沙国际旅行社有限公司,成都市高新区科园三路4号1栋1层1号,L-SC-A00005,85516945,86120370,610000,30.650701,104.032907
881,882,四川省中际国际旅行社有限公司,成都市武侯区大石西路239号2栋1单元18层2号,L-SC-A00371,13540444499,85052935,610000,30.619414,104.037808
882,883,四川中联随游天下国际旅行社有限公司,成都市武侯区佳灵路5号1栋11层1111号,L-SC-A00438,0,66636684,610000,30.632751,104.027689
883,884,成都中联国际旅游发展有限公司,成都市武侯区大石西路153号,L-SC-A00178,62391555,028-66636684,610000,30.732503,103.830472
884,885,成都江安旅行社有限公司,成都市温江区万春镇政府新办公大楼二楼,L-SC-A00311,82617199,82617563,610000,30.607885,104.081110
885,886,成都荷普国际旅行社有限公司,成都市武侯区武侯新城管委会武科东一路15号3栋2单元305、306室,L-SC-A00388,028-65063969,65063921,610000,30.305362,104.327246
886,887,四川沃德国际旅行社有限公司,成都市武侯区高攀路2号5幢19层1925室,L-SC-A00368,13709031623,86263005,610000,30.692865,103.832611
887,888,成都净土文化旅游资源开发有限公司,成都市温江区柳城镇柳城大道103号附10号B幢1层,L-SC-A00512,18502855155,18502855155,610000,30.625004,103.985636
888,889,成都任性旅行社有限公司,四川省成都市天府新区兴隆场镇社区正街51号,L-SC-A00448,13550363633,86247887,610000,30.506803,104.053476
889,890,四川翔逸国际旅行社有限公司,四川省成都市天府新区华阳街道正西街88号成南领寓1栋1单元4层508、509号,L-SC-A00445,18180829170,85877324,610000,30.405637,103.464433
890,891,成都银帆假期旅行社有限公司,成都市青羊区二环路西二段87号1栋5层8号,L-SC-A00163,0,028-86748365,610000,30.675358,104.021413
891,892,成都出发了国际旅行社有限责任公司,邛崃市文庙街120号1栋2单元3楼,L-SC-A00379,028-88774970,67111777,610000,30.340114,103.329208
892,893,成都阿拉丁旅行社有限责任公司,邛崃市平乐镇禹王社区福惠街132号,L-SC-A00325,13980998444,88782234,610000,30.405271,103.466418
893,894,成都七彩国际旅行社有限公司,邛崃市临邛镇东星大道（图书馆侧）,L-SC-A00157,88768009,028-88768288,610000,30.625216,104.029550
894,895,四川省泛美国际旅行社有限责任公司,郫县郫筒镇书院街145号1栋1单元5层2号,L-SC-A00466,13809123517,,610000,30.804225,103.887866
895,896,四川荐客旅行社有限公司,成都市武侯区长益路13号蓝海OFFICE1栋605、606,L-SC-A00509,18980025925,18980025925,610000,30.616683,104.065913
896,897,成都朗朗天旅行社有限公司,成都市武侯区桐梓林北路2号,L-SC-A00285,85513813,85513813,610000,30.665470,104.074190
897,898,四川西部假期旅行社有限公司,成都市高新区天仁路388号4栋8层5号,L-SC-A00043,82730917,86273400,610000,30.602819,104.070543
898,899,四川洛克脚步国际旅行社有限公司,成都市青羊区忠烈祠西街99号四川绿洲大酒店23楼2308室,L-SC-A00349,028-85511111,86758522,610000,30.623937,104.008174
899,900,四川龙翔国际旅行社有限公司,成都市武侯区星狮路711号1栋2单元7层702号,L-SC-A00332,028-85024888,87033535,610000,30.654256,104.041684
900,901,成都京川旅行社有限公司,成都市青羊区一环路西一段144号,L-SC-A00059,023-68711120,028-87011152,610000,30.652083,104.041267
901,902,四川光大国际旅行社有限公司,成都市青羊区一环路西一段123号1层,L-SC-A00151,6666155,028-87020848,610000,30.674687,104.052745
902,903,四川鹏博瑞翔旅行社有限公司,成都市青羊区一环路西二段2号1幢11楼1104号,L-SC-A00487,65065532,028-86698820,610000,30.655860,104.062599
903,904,四川省长征旅行社有限责任公司,成都市青羊区西月城街社保大厦408号,L-SC-A00194,2881707735,028-81707745,610000,30.411034,103.814445
904,905,四川省旅者旅行社有限公司,成都市青羊区西御街8号1栋2单元25楼6号,L-SC-A00308,18030671856,86130395,610000,30.673291,104.056169
905,906,四川新中旅行社有限公司,成都市青羊区西马道街40号新2号1幢9楼10号,L-SC-A00114,028-86955900,028-86932030,610000,30.675585,104.075650
906,907,四川传沃旅行社有限公司,成都市青羊区西大街84号1栋1单元5层517号,L-SC-A00385,18200322012,86654756,610000,30.673291,104.056169
907,908,蜀地传奇成都国际旅行社有限公司,成都市青羊区西大街84号1栋1单元15层16号、18号、20号、22号,L-SC-A00482,028-66615200,66615866,610000,30.578368,104.063609
908,909,成都海峡国际旅行社有限公司,中国（四川）自由贸易实验区成都高新区蜀锦路88号1栋2单元31层5号,L-SC-A00009,028-83328827,69887726,610000,30.660075,104.081107
909,910,成都万达建发国际旅行社有限公司,成都市锦江区梓潼桥西街2号1栋2单元15层1518号,L-SC-A00255,028-61989705,86728719,610000,30.674952,104.059938
910,911,成都天涯越野旅行社有限公司,成都市青羊区万和路99号1幢12层1216号,L-SC-A00362,15881074517,66316588,610000,30.673562,104.059818
911,912,成都蓉泰国际旅行社有限公司,成都市青羊区万和路100号1栋18层9号,L-SC-A00472,86980611,86980622,610000,30.675021,104.053786
912,913,成都智游国际旅行社有限公司,成都市青羊区同心路1号,L-SC-A00353,86265385,86265387,610000,30.671342,104.073667
913,914,四川怡康旅游有限责任公司,成都市青羊区通顺桥街69号通顺商务楼,L-SC-A00070,0,028-86938859,610000,30.669658,104.080297
914,915,成都天域国际旅行社有限公司,成都市青羊区太升北路三峡大厦16号,L-SC-A00113,82773860,66326362,610000,30.673872,104.060908
915,916,成都美途假日国际旅行社有限公司,万和路90号4楼A区4号,L-SC-A00136,2886915768,66476335,610000,30.686236,104.062034
916,917,成都市泰丰国际旅行社有限公司,成都市青羊区光华东三路498号2栋11楼1108、1109号,L-SC-A00057,028-61999783,028-86539403,610000,30.665063,104.071271
